iter,games,net,AspirationDelta,AspirationWidenPct,RfpMargin,RfpMaxDepth,LmrMinDepth,LmrMinMoveIndex,LmrDepth6At,LmrDeepAt,HistoryBonusMultPct
676,16,+0.0625,118.76,148.16,92.02,8.65,2.13,3.33,4.40,10.13,99.33
677,16,-0.1250,118.84,148.20,92.06,8.64,2.12,3.33,4.39,10.14,99.36
678,16,+0.0625,118.80,148.23,92.04,8.64,2.12,3.33,4.40,10.14,99.35
679,16,+0.1875,118.93,148.30,91.98,8.63,2.13,3.32,4.40,10.15,99.40
680,16,+0.3125,119.14,148.18,92.08,8.65,2.14,3.33,4.41,10.13,99.49
681,16,-0.2500,118.97,148.09,92.15,8.63,2.13,3.34,4.41,10.11,99.56
682,16,-0.0625,119.02,148.11,92.17,8.63,2.13,3.34,4.40,10.11,99.58
683,16,+0.0000,119.02,148.11,92.17,8.63,2.13,3.34,4.40,10.11,99.58
684,16,+0.1250,119.10,148.16,92.20,8.64,2.13,3.34,4.40,10.11,99.62
685,16,-0.1875,118.97,148.23,92.26,8.65,2.13,3.35,4.41,10.12,99.56
686,16,+0.3125,119.19,148.34,92.17,8.67,2.14,3.36,4.42,10.10,99.47
687,16,+0.1875,119.32,148.27,92.22,8.66,2.13,3.35,4.41,10.11,99.53
688,16,-0.1250,119.23,148.23,92.18,8.67,2.14,3.35,4.41,10.12,99.56
689,16,-0.1875,119.36,148.16,92.24,8.66,2.13,3.36,4.42,10.13,99.51
690,16,-0.0625,119.32,148.14,92.26,8.65,2.13,3.36,4.42,10.14,99.49
691,16,+0.0625,119.27,148.11,92.24,8.66,2.13,3.36,4.42,10.14,99.51
692,16,-0.0625,119.32,148.14,92.22,8.66,2.13,3.36,4.42,10.15,99.53
693,16,-0.1875,119.19,148.20,92.17,8.67,2.12,3.37,4.43,10.16,99.58
694,16,+0.3750,119.44,148.34,92.06,8.70,2.14,3.38,4.44,10.13,99.47
695,16,-0.1250,119.36,148.38,92.02,8.69,2.13,3.38,4.44,10.12,99.51
696,16,+0.0000,119.36,148.38,92.02,8.69,2.13,3.38,4.44,10.12,99.51
697,16,+0.0625,119.32,148.36,92.04,8.69,2.14,3.38,4.45,10.12,99.49
698,16,+0.1250,119.40,148.41,92.08,8.70,2.13,3.39,4.44,10.13,99.46
699,16,+0.1875,119.53,148.34,92.02,8.68,2.12,3.38,4.43,10.14,99.40
700,16,+0.1250,119.44,148.29,92.06,8.67,2.13,3.37,4.43,10.13,99.37
701,16,-0.1875,119.32,148.23,92.11,8.69,2.14,3.38,4.42,10.15,99.31
702,16,-0.2500,119.49,148.32,92.18,8.67,2.14,3.37,4.41,10.13,99.38
703,16,+0.0000,119.49,148.32,92.18,8.67,2.14,3.37,4.41,10.13,99.38
704,16,+0.0625,119.53,148.34,92.20,8.67,2.14,3.37,4.42,10.13,99.37
705,16,+0.0000,119.53,148.34,92.20,8.67,2.14,3.37,4.42,10.13,99.37
706,16,+0.0625,119.57,148.36,92.18,8.68,2.14,3.38,4.42,10.14,99.35
707,16,-0.1250,119.66,148.32,92.15,8.69,2.14,3.38,4.41,10.13,99.38
708,16,-0.0625,119.70,148.29,92.13,8.69,2.13,3.38,4.41,10.13,99.37
709,16,+0.0625,119.74,148.27,92.11,8.69,2.13,3.38,4.41,10.14,99.35
710,16,+0.1250,119.83,148.32,92.08,8.70,2.14,3.37,4.42,10.15,99.38
711,16,-0.2500,119.66,148.23,92.01,8.68,2.14,3.36,4.43,10.16,99.31
712,16,+0.0000,119.66,148.23,92.01,8.68,2.14,3.36,4.43,10.16,99.31
713,16,-0.0625,119.61,148.21,91.99,8.67,2.14,3.37,4.43,10.16,99.30
714,16,+0.3125,119.40,148.09,92.08,8.65,2.15,3.38,4.41,10.14,99.21
715,16,+0.0625,119.36,148.07,92.06,8.65,2.15,3.37,4.42,10.14,99.22
716,16,+0.1250,119.28,148.12,92.02,8.64,2.15,3.38,4.41,10.15,99.26
717,16,+0.2500,119.11,148.03,91.95,8.66,2.14,3.37,4.40,10.17,99.19
718,16,+0.4375,119.40,147.87,92.08,8.69,2.12,3.39,4.42,10.20,99.31
719,16,+0.1250,119.49,147.83,92.04,8.70,2.13,3.39,4.42,10.21,99.35
720,16,-0.0625,119.53,147.85,92.06,8.69,2.12,3.39,4.42,10.21,99.33
721,16,+0.1250,119.45,147.90,92.02,8.70,2.13,3.40,4.43,10.20,99.37
722,16,-0.2500,119.61,147.98,91.95,8.68,2.12,3.41,4.42,10.22,99.30
723,16,+0.1875,119.49,147.92,92.01,8.67,2.13,3.41,4.41,10.23,99.24
724,16,-0.0625,119.45,147.94,92.02,8.67,2.13,3.41,4.41,10.24,99.26
725,16,+0.1250,119.36,147.98,91.99,8.66,2.13,3.41,4.40,10.25,99.22
726,16,-0.1250,119.28,147.94,91.95,8.67,2.13,3.41,4.41,10.24,99.26
727,16,+0.0625,119.24,147.92,91.97,8.66,2.13,3.41,4.41,10.23,99.24
728,16,+0.1875,119.11,147.98,91.92,8.65,2.13,3.42,4.40,10.25,99.19
729,16,-0.1250,119.03,147.94,91.95,8.66,2.13,3.42,4.41,10.24,99.15
730,16,-0.3125,118.82,148.05,91.87,8.64,2.14,3.43,4.40,10.22,99.24
731,16,-0.0625,118.86,148.07,91.88,8.63,2.14,3.44,4.39,10.21,99.22
732,16,+0.0625,118.82,148.09,91.87,8.63,2.14,3.44,4.39,10.21,99.21
733,16,+0.2500,118.99,148.18,91.80,8.61,2.14,3.43,4.38,10.23,99.14
734,16,+0.0000,118.99,148.18,91.80,8.61,2.14,3.43,4.38,10.23,99.14
735,16,-0.2500,118.82,148.27,91.87,8.59,2.15,3.44,4.39,10.21,99.21
736,16,-0.1875,118.69,148.33,91.92,8.60,2.15,3.45,4.39,10.22,99.15
737,16,-0.0625,118.74,148.36,91.94,8.61,2.15,3.44,4.38,10.22,99.17
738,16,-0.2500,118.90,148.44,91.87,8.63,2.16,3.43,4.38,10.23,99.10
739,16,+0.1250,118.82,148.49,91.90,8.62,2.15,3.43,4.37,10.24,99.14
740,16,+0.0625,118.78,148.51,91.88,8.61,2.15,3.43,4.37,10.24,99.15
741,16,+0.0625,118.74,148.49,91.90,8.62,2.15,3.43,4.37,10.23,99.17
742,16,-0.0625,118.69,148.47,91.92,8.62,2.16,3.42,4.37,10.23,99.15
743,16,+0.1250,118.78,148.42,91.88,8.63,2.16,3.43,4.36,10.24,99.19
744,16,+0.0625,118.82,148.44,91.87,8.63,2.16,3.43,4.37,10.24,99.21
745,16,-0.0625,118.86,148.42,91.88,8.63,2.16,3.43,4.36,10.24,99.19
746,16,-0.0625,118.82,148.44,91.87,8.63,2.16,3.43,4.37,10.23,99.17
747,16,+0.0000,118.82,148.44,91.87,8.63,2.16,3.43,4.37,10.23,99.17
748,16,+0.0000,118.82,148.44,91.87,8.63,2.16,3.43,4.37,10.23,99.17
749,16,-0.1250,118.74,148.40,91.90,8.62,2.16,3.43,4.36,10.23,99.21
750,16,+0.0000,118.74,148.40,91.90,8.62,2.16,3.43,4.36,10.23,99.21
751,16,-0.3750,118.98,148.27,91.80,8.59,2.17,3.45,4.37,10.25,99.31
752,16,-0.3750,119.23,148.14,91.69,8.62,2.16,3.46,4.36,10.23,99.41
753,16,-0.1875,119.11,148.21,91.64,8.63,2.16,3.47,4.36,10.21,99.36
754,16,-0.1250,119.19,148.16,91.68,8.64,2.17,3.47,4.36,10.22,99.40
755,16,-0.3125,118.98,148.05,91.59,8.66,2.16,3.46,4.37,10.20,99.48
756,16,+0.1875,119.11,148.12,91.64,8.65,2.15,3.45,4.36,10.21,99.54
757,16,+0.0625,119.15,148.10,91.66,8.64,2.15,3.46,4.37,10.21,99.55
758,16,-0.3125,118.94,148.20,91.57,8.62,2.14,3.47,4.36,10.19,99.64
759,16,+0.0000,118.94,148.20,91.57,8.62,2.14,3.47,4.36,10.19,99.64
760,16,-0.0625,118.98,148.23,91.55,8.63,2.14,3.47,4.35,10.18,99.62
761,16,+0.0000,118.98,148.23,91.55,8.63,2.14,3.47,4.35,10.18,99.62
762,16,-0.0625,118.94,148.25,91.54,8.63,2.15,3.47,4.36,10.19,99.64
763,16,+0.1250,118.86,148.29,91.50,8.62,2.14,3.47,4.35,10.18,99.67
764,16,-0.0625,118.90,148.31,91.49,8.62,2.14,3.47,4.35,10.18,99.69
765,16,+0.0000,118.90,148.31,91.49,8.62,2.14,3.47,4.35,10.18,99.69
766,16,-0.0625,118.86,148.33,91.47,8.61,2.14,3.48,4.35,10.19,99.67
767,16,+0.0625,118.82,148.31,91.49,8.61,2.14,3.48,4.34,10.19,99.69
768,16,+0.1875,118.70,148.38,91.54,8.62,2.14,3.48,4.34,10.18,99.64
769,16,+0.0625,118.66,148.36,91.52,8.63,2.14,3.48,4.34,10.17,99.66
770,16,+0.0000,118.66,148.36,91.52,8.63,2.14,3.48,4.34,10.17,99.66
771,16,-0.0625,118.62,148.38,91.54,8.62,2.13,3.48,4.33,10.17,99.67
772,16,+0.1875,118.50,148.44,91.49,8.61,2.13,3.49,4.34,10.18,99.62
773,22,-0.0455,118.52,148.43,91.47,8.61,2.13,3.49,4.34,10.19,99.61
774,16,-0.1875,118.40,148.49,91.52,8.59,2.12,3.50,4.36,10.17,99.56
775,16,+0.0625,118.44,148.47,91.51,8.60,2.12,3.49,4.35,10.17,99.58
776,16,+0.3125,118.65,148.57,91.42,8.62,2.11,3.50,4.37,10.15,99.49
777,16,-0.4375,118.93,148.43,91.30,8.59,2.10,3.49,4.40,10.12,99.37
778,16,+0.0625,118.89,148.45,91.29,8.59,2.09,3.49,4.41,10.12,99.35
779,16,-0.0625,118.93,148.43,91.30,8.60,2.09,3.49,4.41,10.12,99.34
780,16,+0.0625,118.89,148.45,91.29,8.60,2.09,3.49,4.42,10.11,99.32
781,16,+0.0000,118.89,148.45,91.29,8.60,2.09,3.49,4.42,10.11,99.32
782,16,+0.3125,118.69,148.55,91.37,8.62,2.10,3.50,4.44,10.13,99.41
783,16,+0.0000,118.69,148.55,91.37,8.62,2.10,3.50,4.44,10.13,99.41
784,16,+0.0625,118.73,148.53,91.39,8.62,2.10,3.50,4.44,10.14,99.42
785,16,+0.0625,118.69,148.51,91.40,8.61,2.10,3.51,4.44,10.14,99.44
786,16,+0.1875,118.81,148.45,91.46,8.60,2.09,3.50,4.42,10.16,99.39
787,16,-0.3750,118.57,148.32,91.35,8.63,2.08,3.51,4.40,10.13,99.49
788,16,-0.0625,118.53,148.34,91.34,8.63,2.08,3.51,4.40,10.13,99.51
789,16,+0.1250,118.61,148.30,91.37,8.62,2.09,3.52,4.41,10.12,99.54
790,16,+0.0000,118.61,148.30,91.37,8.62,2.09,3.52,4.41,10.12,99.54
791,16,-0.0625,118.65,148.32,91.39,8.63,2.09,3.52,4.42,10.11,99.52
792,16,+0.0000,118.65,148.32,91.39,8.63,2.09,3.52,4.42,10.11,99.52
793,16,+0.0000,118.65,148.32,91.39,8.63,2.09,3.52,4.42,10.11,99.52
794,16,+0.1875,118.77,148.26,91.34,8.64,2.10,3.52,4.40,10.10,99.47
795,16,-0.0625,118.73,148.24,91.32,8.64,2.09,3.52,4.41,10.10,99.49
796,16,+0.2500,118.89,148.32,91.39,8.66,2.10,3.53,4.42,10.08,99.42
797,16,+0.1875,119.01,148.26,91.34,8.67,2.11,3.52,4.44,10.09,99.47
798,16,+0.0000,119.01,148.26,91.34,8.67,2.11,3.52,4.44,10.09,99.47
799,16,-0.1250,119.09,148.21,91.30,8.68,2.11,3.52,4.45,10.10,99.51
800,16,-0.3750,118.85,148.34,91.20,8.66,2.10,3.53,4.42,10.13,99.61
801,16,-0.1875,118.97,148.40,91.15,8.67,2.09,3.54,4.41,10.14,99.66
802,16,+0.0000,118.97,148.40,91.15,8.67,2.09,3.54,4.41,10.14,99.66
803,16,-0.0625,119.01,148.42,91.14,8.67,2.10,3.54,4.41,10.14,99.67
804,16,-0.0625,118.97,148.40,91.15,8.66,2.10,3.54,4.42,10.15,99.66
805,16,-0.1250,118.89,148.45,91.19,8.65,2.10,3.54,4.41,10.14,99.62
806,16,-0.1250,118.81,148.49,91.15,8.64,2.10,3.54,4.40,10.15,99.59
807,16,+0.0625,118.85,148.47,91.14,8.64,2.10,3.54,4.40,10.14,99.57
808,16,-0.0625,118.81,148.45,91.12,8.64,2.10,3.54,4.39,10.14,99.56
809,16,+0.1250,118.73,148.49,91.09,8.65,2.10,3.54,4.40,10.13,99.59
810,16,+0.3125,118.93,148.38,91.00,8.67,2.09,3.55,4.38,10.11,99.67
811,16,-0.2500,119.09,148.47,90.94,8.69,2.10,3.56,4.40,10.09,99.61
812,16,+0.1875,118.97,148.53,90.99,8.70,2.11,3.55,4.38,10.08,99.66
813,16,+0.0625,118.93,148.51,91.00,8.71,2.11,3.55,4.38,10.08,99.64
814,16,-0.1875,119.05,148.57,91.05,8.72,2.10,3.55,4.37,10.10,99.59
815,16,+0.2500,118.89,148.65,90.99,8.74,2.11,3.56,4.35,10.08,99.52
816,16,+0.0000,118.89,148.65,90.99,8.74,2.11,3.56,4.35,10.08,99.52
817,16,+0.1250,118.81,148.70,91.02,8.73,2.12,3.57,4.36,10.09,99.49
818,16,+0.0625,118.85,148.72,91.04,8.72,2.12,3.56,4.36,10.09,99.47
819,16,-0.0625,118.81,148.74,91.05,8.72,2.12,3.57,4.36,10.09,99.46
820,16,+0.0625,118.77,148.76,91.07,8.72,2.11,3.56,4.36,10.08,99.44
821,16,+0.1250,118.85,148.80,91.10,8.71,2.11,3.56,4.37,10.09,99.47
822,16,+0.1875,118.73,148.86,91.15,8.69,2.12,3.57,4.38,10.08,99.42
823,16,-0.1875,118.61,148.92,91.20,8.71,2.11,3.57,4.39,10.07,99.47
824,16,+0.5000,118.30,149.09,91.07,8.67,2.09,3.56,4.36,10.03,99.34
825,16,+0.1875,118.42,149.15,91.02,8.66,2.09,3.55,4.35,10.05,99.39
826,16,-0.0625,118.38,149.13,91.00,8.67,2.09,3.55,4.35,10.05,99.38
827,16,-0.0625,118.34,149.11,90.99,8.67,2.09,3.55,4.36,10.05,99.36
828,16,+0.1875,118.22,149.05,90.94,8.66,2.08,3.56,4.37,10.06,99.41
829,16,-0.2500,118.38,148.96,90.87,8.67,2.09,3.55,4.39,10.04,99.47
830,16,+0.1875,118.26,148.90,90.92,8.69,2.09,3.54,4.37,10.06,99.42
831,16,+0.0000,118.26,148.90,90.92,8.69,2.09,3.54,4.37,10.06,99.42
832,16,+0.0625,118.30,148.88,90.94,8.69,2.09,3.54,4.38,10.06,99.41
833,16,-0.0625,118.26,148.86,90.95,8.69,2.09,3.54,4.37,10.06,99.39
834,16,+0.3125,118.45,148.76,90.87,8.67,2.08,3.55,4.35,10.04,99.47
835,16,+0.0000,118.45,148.76,90.87,8.67,2.08,3.55,4.35,10.04,99.47
836,16,-0.4375,118.18,148.90,90.99,8.70,2.09,3.56,4.32,10.01,99.59
837,16,-0.1875,118.06,148.84,91.04,8.69,2.10,3.57,4.31,10.03,99.64
838,16,-0.1250,117.99,148.80,91.07,8.68,2.10,3.56,4.30,10.02,99.61
839,16,+0.0000,117.99,148.80,91.07,8.68,2.10,3.56,4.30,10.02,99.61
840,16,-0.1875,118.10,148.74,91.02,8.67,2.09,3.56,4.32,10.03,99.56
841,16,+0.2500,118.26,148.66,90.95,8.69,2.10,3.57,4.33,10.01,99.62
842,16,+0.1250,118.18,148.70,90.92,8.68,2.10,3.56,4.34,10.01,99.59
843,16,+0.0625,118.14,148.72,90.94,8.67,2.10,3.56,4.35,10.01,99.57
844,16,-0.0625,118.18,148.74,90.92,8.67,2.10,3.56,4.34,10.01,99.59
845,16,-0.1875,118.30,148.68,90.97,8.68,2.11,3.57,4.35,9.99,99.54
846,16,+0.0625,118.26,148.66,90.99,8.68,2.11,3.57,4.35,9.99,99.56
847,16,+0.0625,118.30,148.68,90.97,8.68,2.10,3.57,4.35,9.99,99.57
848,16,+0.3750,118.53,148.80,90.87,8.66,2.12,3.56,4.38,10.02,99.67
849,16,+0.0000,118.53,148.80,90.87,8.66,2.12,3.56,4.38,10.02,99.67
850,16,-0.0625,118.49,148.78,90.89,8.65,2.12,3.55,4.38,10.02,99.65
851,16,+0.0625,118.53,148.80,90.90,8.66,2.12,3.55,4.38,10.02,99.64
852,16,-0.0625,118.57,148.78,90.89,8.65,2.12,3.55,4.37,10.01,99.65
853,16,+0.0000,118.57,148.78,90.89,8.65,2.12,3.55,4.37,10.01,99.65
854,16,+0.3750,118.80,148.90,90.99,8.63,2.13,3.54,4.35,10.04,99.75
855,16,+0.1250,118.72,148.94,90.95,8.62,2.13,3.55,4.36,10.03,99.72
856,16,+0.1250,118.65,148.90,90.92,8.61,2.13,3.55,4.37,10.02,99.75
857,16,-0.0625,118.61,148.88,90.94,8.61,2.13,3.55,4.36,10.03,99.74
858,16,-0.0625,118.65,148.86,90.95,8.60,2.13,3.55,4.36,10.03,99.72
859,16,+0.3750,118.41,148.74,90.86,8.58,2.14,3.54,4.38,10.01,99.82
860,16,+0.0000,118.41,148.74,90.86,8.58,2.14,3.54,4.38,10.01,99.82
861,16,-0.3750,118.18,148.62,90.95,8.60,2.16,3.55,4.36,10.03,99.91
862,16,+0.0000,118.18,148.62,90.95,8.60,2.16,3.55,4.36,10.03,99.91
863,16,+0.0625,118.22,148.64,90.97,8.60,2.15,3.55,4.35,10.03,99.90
864,16,-0.0625,118.18,148.62,90.99,8.60,2.16,3.55,4.36,10.03,99.91
865,16,-0.0625,118.15,148.64,90.97,8.60,2.15,3.55,4.35,10.03,99.90
866,16,-0.0625,118.18,148.66,90.99,8.60,2.15,3.55,4.35,10.04,99.88
867,16,-0.2500,118.34,148.58,90.92,8.62,2.14,3.55,4.37,10.02,99.95
868,16,+0.1875,118.45,148.52,90.97,8.61,2.14,3.54,4.38,10.01,99.90
869,16,-0.3125,118.26,148.42,91.05,8.63,2.13,3.55,4.40,10.03,99.98
870,16,+0.2500,118.11,148.50,91.11,8.61,2.14,3.56,4.41,10.05,99.91
871,16,+0.0000,118.11,148.50,91.11,8.61,2.14,3.56,4.41,10.05,99.91
872,16,+0.1250,118.18,148.46,91.15,8.62,2.14,3.55,4.41,10.05,99.95
873,16,+0.1250,118.11,148.50,91.18,8.63,2.14,3.56,4.41,10.05,99.98
874,16,+0.0000,118.11,148.50,91.18,8.63,2.14,3.56,4.41,10.05,99.98
875,16,+0.0000,118.11,148.50,91.18,8.63,2.14,3.56,4.41,10.05,99.98
876,16,-0.1250,118.18,148.46,91.15,8.62,2.14,3.56,4.42,10.05,100.01
877,16,+0.0000,118.18,148.46,91.15,8.62,2.14,3.56,4.42,10.05,100.01
878,16,+0.0000,118.18,148.46,91.15,8.62,2.14,3.56,4.42,10.05,100.01
879,16,+0.2500,118.03,148.54,91.08,8.60,2.13,3.55,4.44,10.04,100.07
880,16,+0.1875,117.92,148.48,91.13,8.59,2.13,3.56,4.45,10.03,100.03
881,16,-0.1250,117.84,148.52,91.10,8.60,2.12,3.56,4.46,10.03,100.06
882,16,-0.0625,117.88,148.50,91.11,8.60,2.12,3.55,4.46,10.03,100.04
883,16,-0.0625,117.92,148.52,91.10,8.60,2.12,3.55,4.46,10.03,100.06
884,16,+0.0000,117.92,148.52,91.10,8.60,2.12,3.55,4.46,10.03,100.06
885,16,+0.0000,117.92,148.52,91.10,8.60,2.12,3.55,4.46,10.03,100.06
886,16,+0.1875,117.80,148.58,91.05,8.59,2.12,3.55,4.47,10.02,100.01
887,16,+0.0000,117.80,148.58,91.05,8.59,2.12,3.55,4.47,10.02,100.01
888,16,-0.1875,117.92,148.52,91.00,8.58,2.12,3.54,4.46,10.03,99.96
889,16,+0.0625,117.88,148.50,90.99,8.57,2.12,3.54,4.45,10.03,99.98
890,16,+0.1875,117.77,148.56,91.03,8.58,2.11,3.54,4.44,10.04,100.03
891,16,-0.1875,117.65,148.50,91.08,8.60,2.12,3.54,4.45,10.03,99.98
892,16,+0.0000,117.65,148.50,91.08,8.60,2.12,3.54,4.45,10.03,99.98
893,16,-0.1250,117.58,148.54,91.05,8.59,2.12,3.53,4.46,10.04,99.95
894,16,-0.1250,117.50,148.50,91.02,8.58,2.12,3.54,4.45,10.05,99.98
895,16,+0.0625,117.46,148.52,91.00,8.58,2.12,3.54,4.46,10.05,99.99
896,16,+0.0000,117.46,148.52,91.00,8.58,2.12,3.54,4.46,10.05,99.99
897,16,+0.0000,117.46,148.52,91.00,8.58,2.12,3.54,4.46,10.05,99.99
898,16,-0.1875,117.35,148.58,91.05,8.57,2.13,3.53,4.47,10.06,100.04
899,16,+0.0625,117.31,148.56,91.03,8.57,2.13,3.54,4.47,10.07,100.06
900,16,+0.1250,117.24,148.60,91.00,8.56,2.12,3.54,4.47,10.06,100.09
901,16,+0.0625,117.28,148.62,90.99,8.56,2.12,3.54,4.47,10.06,100.10
902,16,+0.1875,117.39,148.68,91.03,8.55,2.12,3.54,4.46,10.07,100.15
903,16,-0.0625,117.43,148.69,91.02,8.54,2.12,3.54,4.46,10.07,100.14
904,16,+0.3125,117.61,148.79,90.94,8.56,2.13,3.53,4.48,10.05,100.22
905,16,-0.1250,117.54,148.75,90.91,8.57,2.13,3.52,4.49,10.06,100.18
906,16,-0.1250,117.61,148.71,90.88,8.58,2.13,3.52,4.48,10.05,100.15
907,16,-0.3125,117.43,148.81,90.96,8.56,2.12,3.51,4.50,10.07,100.23
908,16,-0.0625,117.46,148.79,90.97,8.56,2.12,3.51,4.50,10.07,100.25
909,16,-0.1250,117.54,148.75,91.00,8.57,2.12,3.50,4.49,10.06,100.22
910,16,+0.1875,117.65,148.70,91.05,8.58,2.12,3.51,4.48,10.05,100.17
911,16,-0.1250,117.58,148.66,91.02,8.59,2.12,3.51,4.47,10.05,100.20
912,16,-0.0625,117.54,148.68,91.00,8.59,2.12,3.52,4.47,10.06,100.22
913,16,-0.1875,117.65,148.73,90.96,8.58,2.11,3.51,4.46,10.07,100.17
914,16,-0.0625,117.69,148.71,90.97,8.58,2.11,3.51,4.47,10.07,100.15
915,16,+0.0625,117.65,148.73,90.99,8.59,2.11,3.51,4.47,10.07,100.14
916,16,-0.0625,117.69,148.75,90.97,8.59,2.11,3.51,4.47,10.07,100.12
917,16,-0.2500,117.84,148.83,91.03,8.58,2.10,3.50,4.45,10.09,100.06
918,16,-0.0625,117.80,148.85,91.05,8.57,2.10,3.50,4.45,10.09,100.04
919,16,+0.0000,117.80,148.85,91.05,8.57,2.10,3.50,4.45,10.09,100.04
920,16,-0.0625,117.76,148.83,91.07,8.57,2.10,3.50,4.46,10.08,100.03
921,16,-0.1250,117.69,148.79,91.03,8.58,2.11,3.51,4.47,10.09,100.00
922,16,+0.0000,117.69,148.79,91.03,8.58,2.11,3.51,4.47,10.09,100.00
923,16,+0.0625,117.73,148.77,91.05,8.57,2.11,3.51,4.46,10.09,100.01
924,16,-0.2500,117.58,148.70,91.11,8.56,2.10,3.51,4.48,10.08,100.07
925,16,-0.1875,117.69,148.75,91.07,8.55,2.11,3.51,4.49,10.09,100.12
926,16,+0.0000,117.69,148.75,91.07,8.55,2.11,3.51,4.49,10.09,100.12
927,16,-0.0625,117.73,148.77,91.08,8.55,2.10,3.51,4.49,10.09,100.14
928,16,-0.0625,117.69,148.75,91.10,8.55,2.10,3.51,4.48,10.10,100.15
929,16,-0.0625,117.73,148.77,91.08,8.56,2.10,3.51,4.48,10.09,100.17
930,16,+0.0625,117.69,148.79,91.10,8.56,2.10,3.50,4.48,10.10,100.15
931,16,+0.0000,117.69,148.79,91.10,8.56,2.10,3.50,4.48,10.10,100.15
932,16,-0.0625,117.73,148.77,91.11,8.57,2.10,3.51,4.49,10.10,100.17
933,16,-0.1250,117.80,148.81,91.14,8.57,2.11,3.50,4.48,10.11,100.20
934,16,+0.0625,117.84,148.79,91.13,8.57,2.11,3.50,4.47,10.11,100.21
935,16,+0.1250,117.91,148.83,91.10,8.58,2.10,3.51,4.48,10.12,100.25
936,16,-0.1250,117.98,148.79,91.13,8.58,2.11,3.51,4.47,10.13,100.21
937,16,-0.0625,118.02,148.81,91.11,8.59,2.10,3.51,4.48,10.12,100.20
938,16,+0.2500,118.17,148.89,91.17,8.57,2.11,3.52,4.49,10.11,100.14
939,16,+0.0000,118.17,148.89,91.17,8.57,2.11,3.52,4.49,10.11,100.14
940,16,+0.0625,118.20,148.91,91.16,8.57,2.11,3.52,4.49,10.11,100.15
941,16,+0.0625,118.24,148.93,91.17,8.57,2.11,3.52,4.49,10.10,100.17
942,16,-0.1250,118.17,148.97,91.20,8.57,2.11,3.53,4.49,10.09,100.14
943,16,-0.1250,118.24,149.01,91.24,8.56,2.10,3.52,4.48,10.10,100.11
944,16,-0.1250,118.31,148.97,91.20,8.57,2.10,3.52,4.49,10.11,100.07
945,16,-0.2500,118.17,148.89,91.27,8.58,2.11,3.53,4.47,10.09,100.01
946,16,+0.1250,118.09,148.93,91.30,8.59,2.11,3.52,4.46,10.09,100.04
947,16,+0.1250,118.02,148.97,91.33,8.58,2.11,3.53,4.47,10.08,100.07
948,16,-0.1250,117.95,149.01,91.36,8.59,2.10,3.52,4.48,10.07,100.11
949,16,-0.0625,117.91,148.99,91.34,8.58,2.10,3.52,4.47,10.07,100.12
950,16,-0.1875,118.02,149.04,91.30,8.60,2.10,3.53,4.46,10.09,100.17
951,16,-0.3125,118.20,148.95,91.22,8.58,2.11,3.52,4.48,10.10,100.09
952,16,+0.1875,118.09,148.89,91.27,8.57,2.10,3.51,4.47,10.09,100.14
953,16,-0.0625,118.13,148.91,91.25,8.56,2.10,3.51,4.47,10.10,100.12
954,16,+0.1250,118.06,148.87,91.22,8.57,2.10,3.51,4.48,10.09,100.09
955,16,+0.3125,118.24,148.97,91.30,8.59,2.09,3.52,4.50,10.07,100.17
956,16,-0.1875,118.13,149.02,91.25,8.58,2.10,3.51,4.49,10.06,100.12
957,16,-0.0625,118.09,149.04,91.27,8.57,2.10,3.51,4.49,10.06,100.11
958,16,+0.1250,118.17,149.08,91.24,8.58,2.10,3.51,4.49,10.06,100.14
959,16,-0.1250,118.09,149.12,91.27,8.57,2.10,3.52,4.49,10.06,100.11
960,16,-0.1875,117.99,149.18,91.31,8.56,2.09,3.51,4.48,10.05,100.06
961,16,+0.3750,117.77,149.06,91.40,8.58,2.08,3.52,4.50,10.03,100.15
962,16,+0.0000,117.77,149.06,91.40,8.58,2.08,3.52,4.50,10.03,100.15
963,16,-0.1250,117.69,149.10,91.44,8.59,2.07,3.52,4.51,10.02,100.12
964,16,+0.0000,117.69,149.10,91.44,8.59,2.07,3.52,4.51,10.02,100.12
965,16,+0.0000,117.69,149.10,91.44,8.59,2.07,3.52,4.51,10.02,100.12
966,16,+0.0625,117.66,149.12,91.45,8.60,2.08,3.52,4.52,10.02,100.11
967,16,+0.1875,117.55,149.06,91.50,8.58,2.07,3.52,4.53,10.01,100.15
968,16,+0.1250,117.48,149.10,91.47,8.58,2.07,3.52,4.54,10.01,100.12
969,16,-0.3750,117.26,149.22,91.37,8.60,2.06,3.53,4.56,9.98,100.03
970,16,+0.1875,117.37,149.16,91.33,8.59,2.06,3.53,4.57,9.97,99.98
971,16,-0.0625,117.33,149.18,91.31,8.59,2.06,3.53,4.57,9.97,100.00
972,16,-0.1875,117.44,149.12,91.36,8.58,2.05,3.52,4.58,9.96,99.95
973,16,+0.1250,117.37,149.08,91.39,8.59,2.06,3.52,4.59,9.97,99.92
974,16,+0.0625,117.40,149.06,91.40,8.59,2.06,3.52,4.60,9.97,99.94
975,16,+0.1250,117.48,149.03,91.37,8.60,2.06,3.52,4.59,9.97,99.97
976,16,+0.0000,117.48,149.03,91.37,8.60,2.06,3.52,4.59,9.97,99.97
977,16,-0.3125,117.66,148.93,91.30,8.62,2.07,3.51,4.61,9.99,99.89
