iter,games,net,AspirationDelta,AspirationWidenPct,RfpMargin,RfpMaxDepth,LmrMinDepth,LmrMinMoveIndex,LmrDepth6At,LmrDeepAt,HistoryBonusMultPct
1420,16,-0.3750,117.24,148.50,90.86,8.40,2.09,3.41,4.44,9.61,99.95
1421,16,+0.0625,117.21,148.49,90.84,8.40,2.09,3.41,4.45,9.60,99.94
1422,16,+0.1875,117.12,148.54,90.88,8.41,2.08,3.41,4.45,9.60,99.97
1423,16,+0.0625,117.15,148.55,90.87,8.41,2.09,3.41,4.45,9.60,99.99
1424,16,-0.1250,117.21,148.52,90.84,8.41,2.08,3.41,4.46,9.60,99.96
1425,16,-0.0625,117.18,148.54,90.83,8.42,2.08,3.41,4.45,9.61,99.97
1426,16,-0.1250,117.24,148.57,90.86,8.42,2.08,3.41,4.46,9.60,99.95
1427,16,+0.1875,117.15,148.52,90.89,8.43,2.07,3.41,4.47,9.59,99.91
1428,16,-0.1250,117.21,148.55,90.87,8.43,2.08,3.40,4.46,9.59,99.94
1429,16,+0.0625,117.18,148.54,90.86,8.42,2.08,3.40,4.47,9.58,99.95
1430,16,+0.0000,117.18,148.54,90.86,8.42,2.08,3.40,4.47,9.58,99.95
1431,16,-0.1250,117.24,148.50,90.83,8.43,2.08,3.41,4.47,9.58,99.97
1432,16,-0.1875,117.15,148.55,90.79,8.44,2.07,3.40,4.48,9.59,100.01
1433,16,-0.0625,117.18,148.54,90.81,8.44,2.07,3.40,4.49,9.59,100.02
1434,16,-0.0625,117.21,148.52,90.82,8.44,2.07,3.40,4.48,9.59,100.04
1435,16,+0.1875,117.30,148.57,90.78,8.45,2.08,3.40,4.49,9.58,100.07
1436,16,+0.0000,117.30,148.57,90.78,8.45,2.08,3.40,4.49,9.58,100.07
1437,16,-0.0625,117.33,148.58,90.77,8.44,2.07,3.40,4.49,9.57,100.06
1438,16,+0.1250,117.39,148.61,90.74,8.45,2.07,3.39,4.50,9.57,100.09
1439,16,+0.0625,117.36,148.60,90.76,8.45,2.07,3.39,4.49,9.56,100.07
1440,16,+0.1250,117.30,148.57,90.78,8.45,2.07,3.39,4.49,9.56,100.05
1441,16,+0.2500,117.42,148.63,90.73,8.46,2.06,3.39,4.50,9.55,100.00
1442,16,-0.3750,117.60,148.54,90.81,8.48,2.07,3.38,4.52,9.53,100.07
1443,16,+0.0000,117.60,148.54,90.81,8.48,2.07,3.38,4.52,9.53,100.07
1444,16,+0.0000,117.60,148.54,90.81,8.48,2.07,3.38,4.52,9.53,100.07
1445,16,+0.0000,117.60,148.54,90.81,8.48,2.07,3.38,4.52,9.53,100.07
1446,16,+0.1875,117.69,148.49,90.77,8.47,2.08,3.37,4.53,9.52,100.11
1447,16,+0.0625,117.66,148.50,90.76,8.47,2.08,3.38,4.53,9.51,100.10
1448,16,-0.1250,117.60,148.54,90.78,8.46,2.08,3.38,4.52,9.52,100.12
1449,16,-0.2500,117.72,148.60,90.83,8.47,2.07,3.38,4.54,9.53,100.07
1450,16,-0.0625,117.69,148.61,90.84,8.47,2.07,3.38,4.53,9.53,100.09
1451,16,-0.1250,117.63,148.58,90.87,8.46,2.07,3.39,4.53,9.52,100.06
1452,16,+0.2500,117.75,148.52,90.82,8.48,2.08,3.39,4.54,9.54,100.01
1453,16,-0.1250,117.69,148.49,90.79,8.48,2.07,3.40,4.53,9.53,100.04
1454,16,-0.1875,117.60,148.54,90.83,8.49,2.07,3.39,4.52,9.54,100.07
1455,16,+0.0000,117.60,148.54,90.83,8.49,2.07,3.39,4.52,9.54,100.07
1456,16,+0.0625,117.63,148.52,90.82,8.49,2.07,3.39,4.53,9.54,100.06
1457,16,-0.0625,117.60,148.54,90.83,8.50,2.07,3.39,4.53,9.54,100.05
1458,16,+0.0000,117.60,148.54,90.83,8.50,2.07,3.39,4.53,9.54,100.05
1459,16,-0.1250,117.54,148.57,90.81,8.49,2.07,3.39,4.52,9.55,100.07
1460,16,+0.1250,117.60,148.60,90.83,8.50,2.07,3.39,4.52,9.55,100.10
1461,16,+0.3125,117.45,148.52,90.89,8.51,2.06,3.40,4.50,9.57,100.16
1462,16,+0.2500,117.57,148.46,90.84,8.53,2.07,3.41,4.51,9.55,100.11
1463,16,-0.1875,117.48,148.50,90.88,8.54,2.07,3.40,4.52,9.55,100.15
1464,16,-0.3125,117.33,148.43,90.82,8.52,2.07,3.39,4.51,9.53,100.21
1465,16,-0.0625,117.36,148.44,90.81,8.52,2.07,3.39,4.51,9.53,100.20
1466,16,-0.2500,117.24,148.38,90.86,8.53,2.07,3.39,4.52,9.52,100.25
1467,16,+0.0625,117.27,148.40,90.84,8.53,2.06,3.39,4.53,9.52,100.24
1468,16,-0.1250,117.33,148.37,90.87,8.52,2.07,3.39,4.53,9.52,100.26
1469,16,-0.1250,117.39,148.40,90.84,8.51,2.06,3.39,4.54,9.51,100.29
1470,16,+0.1250,117.45,148.37,90.82,8.51,2.07,3.39,4.55,9.52,100.26
1471,16,-0.1250,117.51,148.40,90.84,8.51,2.06,3.39,4.55,9.52,100.29
1472,16,-0.1250,117.57,148.43,90.87,8.51,2.07,3.39,4.55,9.53,100.26
1473,16,-0.0625,117.60,148.44,90.86,8.51,2.07,3.39,4.55,9.53,100.27
1474,16,-0.0625,117.63,148.43,90.84,8.51,2.06,3.39,4.55,9.52,100.29
1475,16,-0.1250,117.68,148.46,90.82,8.50,2.07,3.39,4.55,9.52,100.31
1476,16,-0.1875,117.77,148.50,90.78,8.51,2.06,3.39,4.55,9.51,100.27
1477,16,+0.3125,117.92,148.58,90.72,8.53,2.07,3.40,4.54,9.49,100.21
1478,16,-0.0625,117.95,148.60,90.73,8.53,2.07,3.40,4.54,9.50,100.20
1479,16,+0.0625,117.92,148.61,90.74,8.53,2.07,3.40,4.54,9.49,100.19
1480,16,+0.0625,117.89,148.63,90.76,8.53,2.07,3.40,4.54,9.50,100.20
1481,16,+0.0625,117.86,148.64,90.74,8.53,2.07,3.40,4.54,9.49,100.21
1482,16,-0.1875,117.95,148.60,90.78,8.54,2.07,3.39,4.53,9.50,100.17
1483,16,+0.2500,117.83,148.66,90.73,8.55,2.08,3.39,4.54,9.49,100.12
1484,16,-0.1875,117.92,148.61,90.77,8.56,2.08,3.38,4.55,9.50,100.09
1485,16,+0.0625,117.95,148.60,90.76,8.56,2.08,3.38,4.55,9.50,100.10
1486,16,-0.2500,117.83,148.54,90.71,8.57,2.09,3.38,4.56,9.51,100.05
1487,16,-0.1250,117.89,148.50,90.73,8.58,2.09,3.38,4.57,9.51,100.08
1488,16,+0.1875,117.98,148.46,90.69,8.57,2.10,3.39,4.58,9.52,100.11
1489,16,+0.0000,117.98,148.46,90.69,8.57,2.10,3.39,4.58,9.52,100.11
1490,16,-0.1875,117.89,148.50,90.73,8.56,2.10,3.39,4.59,9.53,100.15
1491,16,+0.0000,117.89,148.50,90.73,8.56,2.10,3.39,4.59,9.53,100.15
1492,16,+0.0000,117.89,148.50,90.73,8.56,2.10,3.39,4.59,9.53,100.15
1493,16,-0.0625,117.92,148.52,90.72,8.56,2.10,3.39,4.59,9.52,100.16
1494,16,-0.1250,117.98,148.55,90.70,8.57,2.10,3.39,4.58,9.52,100.14
1495,16,+0.1875,118.07,148.50,90.66,8.56,2.10,3.40,4.57,9.53,100.17
1496,16,+0.0000,118.07,148.50,90.66,8.56,2.10,3.40,4.57,9.53,100.17
1497,16,-0.1875,118.15,148.55,90.62,8.57,2.10,3.39,4.56,9.52,100.14
1498,16,-0.1875,118.24,148.50,90.66,8.56,2.10,3.39,4.55,9.53,100.10
1499,16,+0.0000,118.24,148.50,90.66,8.56,2.10,3.39,4.55,9.53,100.10
1500,16,+0.0000,118.24,148.50,90.66,8.56,2.10,3.39,4.55,9.53,100.10
1501,16,+0.2500,118.12,148.57,90.61,8.55,2.11,3.39,4.57,9.51,100.05
1502,16,-0.2500,118.24,148.50,90.56,8.54,2.10,3.40,4.55,9.50,100.10
1503,16,-0.1250,118.18,148.54,90.58,8.54,2.10,3.40,4.56,9.51,100.12
1504,16,-0.1250,118.12,148.57,90.56,8.54,2.09,3.40,4.55,9.50,100.10
1505,16,-0.0625,118.15,148.58,90.55,8.54,2.09,3.40,4.55,9.50,100.11
1506,16,-0.1875,118.24,148.54,90.58,8.55,2.10,3.40,4.54,9.51,100.08
1507,16,+0.0625,118.21,148.55,90.57,8.55,2.10,3.40,4.54,9.51,100.06
1508,16,-0.3125,118.07,148.63,90.63,8.54,2.10,3.41,4.55,9.53,100.00
1509,16,-0.0625,118.04,148.64,90.62,8.54,2.10,3.41,4.55,9.52,100.01
1510,16,+0.0625,118.07,148.66,90.63,8.54,2.10,3.41,4.55,9.53,100.00
1511,16,-0.1875,118.15,148.61,90.67,8.53,2.11,3.41,4.54,9.52,99.97
1512,16,-0.2500,118.04,148.67,90.72,8.52,2.11,3.41,4.55,9.53,99.92
1513,16,+0.1250,118.09,148.64,90.69,8.53,2.11,3.41,4.55,9.54,99.94
1514,16,-0.1875,118.18,148.69,90.66,8.52,2.11,3.42,4.54,9.53,99.90
1515,16,+0.2500,118.30,148.63,90.71,8.53,2.11,3.41,4.55,9.54,99.95
1516,16,+0.1875,118.21,148.58,90.67,8.54,2.12,3.41,4.54,9.53,99.92
1517,16,+0.0000,118.21,148.58,90.67,8.54,2.12,3.41,4.54,9.53,99.92
1518,16,+0.1875,118.12,148.63,90.71,8.53,2.11,3.41,4.53,9.54,99.95
1519,16,+0.0625,118.09,148.64,90.72,8.53,2.11,3.41,4.53,9.54,99.97
1520,16,+0.1250,118.15,148.61,90.69,8.53,2.11,3.40,4.54,9.53,99.99
1521,16,-0.0625,118.18,148.60,90.68,8.53,2.12,3.40,4.54,9.53,100.00
1522,16,+0.1250,118.12,148.57,90.71,8.54,2.11,3.41,4.54,9.52,99.98
1523,16,+0.0000,118.12,148.57,90.71,8.54,2.11,3.41,4.54,9.52,99.98
1524,16,-0.2500,118.24,148.51,90.76,8.55,2.12,3.41,4.52,9.51,100.03
1525,16,+0.0000,118.24,148.51,90.76,8.55,2.12,3.41,4.52,9.51,100.03
1526,16,+0.0625,118.21,148.49,90.74,8.55,2.12,3.41,4.53,9.51,100.01
1527,16,+0.1875,118.30,148.54,90.78,8.56,2.11,3.42,4.54,9.50,99.98
1528,16,+0.0625,118.33,148.55,90.77,8.56,2.11,3.42,4.54,9.51,99.99
1529,16,-0.1250,118.27,148.58,90.79,8.56,2.11,3.41,4.53,9.50,99.97
1530,16,+0.0625,118.24,148.60,90.80,8.56,2.11,3.42,4.53,9.50,99.98
1531,16,+0.0625,118.21,148.58,90.82,8.56,2.11,3.41,4.53,9.50,99.97
1532,16,-0.1250,118.27,148.55,90.79,8.56,2.11,3.41,4.53,9.51,99.94
1533,16,+0.0000,118.27,148.55,90.79,8.56,2.11,3.41,4.53,9.51,99.94
1534,16,-0.0625,118.24,148.57,90.78,8.56,2.11,3.41,4.52,9.50,99.95
1535,16,-0.1875,118.15,148.61,90.82,8.57,2.10,3.40,4.53,9.49,99.92
1536,16,-0.2500,118.27,148.55,90.77,8.56,2.10,3.41,4.55,9.51,99.97
1537,16,-0.0625,118.24,148.54,90.76,8.56,2.09,3.41,4.54,9.50,99.98
1538,16,-0.0625,118.21,148.55,90.77,8.56,2.10,3.41,4.55,9.51,99.97
1539,16,+0.1875,118.12,148.60,90.80,8.57,2.09,3.40,4.55,9.51,99.93
1540,16,-0.1875,118.21,148.55,90.84,8.58,2.10,3.41,4.56,9.51,99.97
1541,16,-0.1875,118.12,148.51,90.80,8.57,2.10,3.41,4.57,9.51,100.00
1542,16,-0.0625,118.10,148.52,90.79,8.57,2.10,3.41,4.57,9.51,100.01
1543,16,+0.1875,118.01,148.57,90.76,8.58,2.11,3.42,4.56,9.52,99.98
1544,16,+0.1250,117.95,148.54,90.73,8.58,2.11,3.42,4.55,9.53,100.00
1545,16,+0.0000,117.95,148.54,90.73,8.58,2.11,3.42,4.55,9.53,100.00
1546,16,+0.0000,117.95,148.54,90.73,8.58,2.11,3.42,4.55,9.53,100.00
1547,16,+0.0000,117.95,148.54,90.73,8.58,2.11,3.42,4.55,9.53,100.00
1548,16,-0.1875,118.04,148.58,90.70,8.57,2.11,3.42,4.56,9.52,99.97
1549,16,+0.1875,117.95,148.54,90.66,8.56,2.12,3.42,4.55,9.53,100.00
1550,16,-0.0625,117.98,148.55,90.65,8.56,2.12,3.42,4.55,9.53,99.99
1551,16,-0.1250,118.04,148.52,90.67,8.56,2.12,3.41,4.56,9.54,99.97
1552,16,-0.1250,118.10,148.49,90.70,8.56,2.12,3.42,4.56,9.53,99.99
1553,16,+0.0625,118.12,148.48,90.68,8.56,2.12,3.42,4.57,9.53,100.00
1554,16,+0.1250,118.18,148.45,90.66,8.55,2.12,3.41,4.57,9.53,100.03
1555,16,+0.1875,118.27,148.40,90.62,8.54,2.12,3.41,4.56,9.52,99.99
1556,16,+0.1875,118.35,148.45,90.66,8.55,2.11,3.41,4.57,9.53,99.95
1557,16,+0.0625,118.32,148.46,90.65,8.56,2.11,3.41,4.57,9.53,99.94
1558,16,+0.1250,118.27,148.43,90.67,8.55,2.12,3.42,4.58,9.52,99.92
1559,16,-0.1250,118.21,148.40,90.65,8.56,2.11,3.42,4.57,9.52,99.89
1560,16,+0.0000,118.21,148.40,90.65,8.56,2.11,3.42,4.57,9.52,99.89
1561,16,-0.0625,118.24,148.39,90.66,8.55,2.11,3.42,4.57,9.51,99.88
1562,16,+0.3125,118.38,148.46,90.72,8.54,2.10,3.41,4.55,9.50,99.82
1563,16,+0.1250,118.44,148.49,90.74,8.54,2.10,3.41,4.56,9.49,99.85
1564,16,-0.1250,118.50,148.52,90.77,8.55,2.10,3.42,4.56,9.49,99.87
1565,16,+0.0625,118.52,148.54,90.78,8.55,2.11,3.42,4.57,9.48,99.88
1566,16,-0.0625,118.55,148.55,90.77,8.55,2.11,3.42,4.57,9.48,99.89
1567,16,+0.0000,118.55,148.55,90.77,8.55,2.11,3.42,4.57,9.48,99.89
1568,16,+0.2500,118.67,148.61,90.72,8.54,2.11,3.42,4.58,9.47,99.85
1569,16,+0.0625,118.69,148.63,90.71,8.54,2.12,3.42,4.58,9.47,99.83
1570,16,+0.2500,118.58,148.57,90.66,8.55,2.11,3.42,4.57,9.48,99.79
1571,16,-0.0625,118.61,148.55,90.67,8.55,2.11,3.42,4.57,9.48,99.80
1572,16,+0.1875,118.69,148.51,90.64,8.56,2.10,3.42,4.56,9.47,99.76
1573,16,+0.1250,118.75,148.48,90.61,8.55,2.10,3.42,4.55,9.48,99.74
1574,16,+0.1875,118.84,148.43,90.58,8.54,2.10,3.42,4.56,9.49,99.77
1575,16,-0.0625,118.86,148.45,90.59,8.54,2.11,3.42,4.56,9.49,99.76
1576,16,+0.1250,118.92,148.48,90.61,8.55,2.11,3.42,4.57,9.50,99.74
1577,16,-0.2500,118.81,148.42,90.66,8.56,2.10,3.43,4.58,9.51,99.69
1578,16,+0.3125,118.95,148.49,90.72,8.57,2.11,3.44,4.56,9.52,99.75
1579,16,-0.1250,119.01,148.46,90.70,8.58,2.11,3.43,4.56,9.52,99.77
1580,16,+0.0625,118.98,148.45,90.71,8.58,2.12,3.43,4.56,9.52,99.79
1581,16,+0.0000,118.98,148.45,90.71,8.58,2.12,3.43,4.56,9.52,99.79
1582,16,+0.0000,118.98,148.45,90.71,8.58,2.12,3.43,4.56,9.52,99.79
1583,16,-0.3125,118.84,148.52,90.77,8.57,2.12,3.44,4.58,9.51,99.85
1584,16,-0.2500,118.72,148.46,90.81,8.58,2.13,3.45,4.59,9.49,99.80
1585,16,+0.0000,118.72,148.46,90.81,8.58,2.13,3.45,4.59,9.49,99.80
1586,16,+0.1250,118.78,148.43,90.79,8.59,2.13,3.44,4.59,9.49,99.77
1587,16,+0.0625,118.75,148.42,90.78,8.58,2.13,3.44,4.60,9.49,99.79
1588,16,-0.1250,118.81,148.45,90.80,8.58,2.13,3.45,4.59,9.48,99.81
1589,16,-0.0625,118.84,148.46,90.79,8.57,2.13,3.45,4.59,9.49,99.80
1590,16,+0.0625,118.81,148.48,90.80,8.58,2.13,3.45,4.60,9.49,99.79
1591,16,+0.1250,118.75,148.45,90.83,8.57,2.14,3.44,4.59,9.50,99.76
1592,16,+0.1875,118.84,148.40,90.79,8.56,2.14,3.44,4.60,9.49,99.80
1593,16,-0.1250,118.78,148.43,90.77,8.57,2.14,3.43,4.61,9.48,99.77
1594,16,+0.1875,118.70,148.39,90.73,8.58,2.14,3.44,4.60,9.47,99.81
1595,16,+0.3750,118.53,148.30,90.80,8.56,2.13,3.45,4.58,9.45,99.74
1596,16,-0.0625,118.55,148.28,90.79,8.56,2.13,3.45,4.58,9.45,99.75
1597,16,+0.0625,118.58,148.30,90.78,8.57,2.13,3.45,4.58,9.45,99.74
1598,16,-0.1250,118.53,148.27,90.75,8.56,2.13,3.45,4.57,9.46,99.76
1599,16,-0.0625,118.50,148.28,90.77,8.56,2.13,3.46,4.58,9.46,99.75
1600,16,+0.0000,118.50,148.28,90.77,8.56,2.13,3.46,4.58,9.46,99.75
1601,16,-0.3125,118.36,148.21,90.71,8.57,2.14,3.45,4.56,9.44,99.81
1602,16,+0.1875,118.44,148.25,90.74,8.56,2.13,3.45,4.57,9.45,99.85
1603,16,+0.0625,118.41,148.27,90.73,8.57,2.13,3.45,4.57,9.45,99.83
1604,16,-0.1875,118.50,148.22,90.70,8.56,2.14,3.45,4.56,9.44,99.80
1605,16,-0.0625,118.53,148.24,90.68,8.56,2.14,3.45,4.56,9.44,99.79
1606,16,-0.1250,118.47,148.27,90.71,8.57,2.14,3.45,4.55,9.43,99.76
1607,16,+0.1250,118.41,148.30,90.73,8.56,2.14,3.45,4.55,9.44,99.74
1608,16,+0.1875,118.33,148.34,90.77,8.55,2.13,3.46,4.54,9.45,99.77
1609,16,+0.0000,118.33,148.34,90.77,8.55,2.13,3.46,4.54,9.45,99.77
1610,16,-0.0625,118.30,148.33,90.78,8.55,2.14,3.46,4.54,9.45,99.76
1611,16,+0.2500,118.41,148.39,90.83,8.54,2.14,3.45,4.53,9.44,99.81
1612,16,+0.1875,118.33,148.43,90.79,8.54,2.14,3.45,4.54,9.43,99.77
1613,16,+0.2500,118.44,148.37,90.84,8.53,2.14,3.45,4.55,9.42,99.73
1614,16,+0.2500,118.33,148.31,90.79,8.54,2.14,3.45,4.54,9.40,99.77
1615,16,+0.0625,118.36,148.33,90.80,8.54,2.14,3.45,4.54,9.40,99.76
1616,16,+0.1250,118.41,148.30,90.83,8.55,2.13,3.45,4.54,9.41,99.79
1617,16,+0.1875,118.50,148.25,90.86,8.54,2.13,3.45,4.53,9.40,99.82
1618,16,+0.1250,118.44,148.28,90.88,8.53,2.13,3.46,4.52,9.40,99.84
1619,16,-0.1875,118.53,148.33,90.85,8.52,2.14,3.46,4.53,9.40,99.88
1620,16,+0.3125,118.39,148.25,90.79,8.54,2.14,3.47,4.52,9.38,99.82
1621,16,+0.1250,118.33,148.28,90.77,8.53,2.14,3.47,4.52,9.37,99.84
1622,16,+0.1250,118.39,148.31,90.79,8.53,2.14,3.47,4.52,9.38,99.82
1623,16,+0.1250,118.33,148.34,90.77,8.53,2.15,3.46,4.52,9.37,99.84
1624,16,+0.0625,118.30,148.33,90.78,8.54,2.14,3.47,4.53,9.37,99.86
1625,16,-0.1875,118.22,148.28,90.74,8.53,2.14,3.47,4.53,9.36,99.82
1626,16,-0.1250,118.16,148.31,90.77,8.53,2.14,3.47,4.53,9.37,99.80
1627,16,+0.0625,118.19,148.33,90.78,8.54,2.14,3.47,4.53,9.37,99.79
1628,16,-0.1250,118.25,148.30,90.80,8.53,2.13,3.47,4.54,9.37,99.81
1629,16,-0.0625,118.22,148.31,90.81,8.53,2.13,3.47,4.53,9.37,99.80
1630,16,+0.0625,118.19,148.33,90.83,8.53,2.14,3.47,4.54,9.37,99.79
1631,16,+0.3125,118.05,148.40,90.77,8.54,2.14,3.48,4.55,9.35,99.73
1632,16,+0.0625,118.02,148.39,90.76,8.54,2.14,3.48,4.55,9.35,99.74
1633,16,-0.1250,117.97,148.36,90.73,8.54,2.15,3.48,4.55,9.36,99.76
1634,16,+0.1250,117.91,148.39,90.71,8.54,2.15,3.47,4.55,9.35,99.79
1635,16,-0.0625,117.94,148.40,90.70,8.54,2.15,3.47,4.55,9.35,99.77
1636,16,+0.0000,117.94,148.40,90.70,8.54,2.15,3.47,4.55,9.35,99.77
1637,16,+0.0625,117.97,148.39,90.68,8.54,2.15,3.47,4.55,9.35,99.79
1638,16,+0.1250,118.02,148.41,90.71,8.54,2.15,3.47,4.55,9.35,99.81
1639,16,+0.0000,118.02,148.41,90.71,8.54,2.15,3.47,4.55,9.35,99.81
1640,16,-0.1250,117.97,148.39,90.73,8.53,2.15,3.47,4.55,9.34,99.83
1641,16,+0.0625,117.99,148.40,90.74,8.53,2.15,3.47,4.56,9.34,99.84
1642,16,+0.0000,117.99,148.40,90.74,8.53,2.15,3.47,4.56,9.34,99.84
1643,16,-0.0625,117.97,148.39,90.75,8.53,2.15,3.47,4.55,9.34,99.83
1644,16,+0.1875,118.05,148.34,90.72,8.52,2.15,3.47,4.56,9.35,99.80
1645,16,+0.0000,118.05,148.34,90.72,8.52,2.15,3.47,4.56,9.35,99.80
1646,16,-0.2500,117.94,148.28,90.67,8.51,2.14,3.47,4.55,9.34,99.75
1647,16,+0.3125,118.08,148.36,90.73,8.52,2.13,3.48,4.54,9.33,99.81
1648,16,-0.0625,118.11,148.34,90.72,8.53,2.13,3.48,4.53,9.33,99.82
1649,16,+0.0000,118.11,148.34,90.72,8.53,2.13,3.48,4.53,9.33,99.82
1650,16,-0.1875,118.02,148.39,90.68,8.52,2.13,3.49,4.53,9.34,99.86
1651,16,+0.2500,117.91,148.44,90.64,8.53,2.12,3.48,4.51,9.33,99.90
1652,16,+0.0000,117.91,148.44,90.64,8.53,2.12,3.48,4.51,9.33,99.90
1653,16,-0.1250,117.97,148.47,90.66,8.54,2.12,3.48,4.52,9.32,99.93
1654,16,+0.0625,117.94,148.46,90.65,8.53,2.12,3.48,4.52,9.32,99.94
1655,16,-0.1875,118.02,148.50,90.61,8.54,2.13,3.48,4.53,9.33,99.90
1656,16,+0.3125,118.16,148.43,90.56,8.56,2.12,3.49,4.54,9.32,99.96
1657,16,-0.2500,118.05,148.37,90.60,8.54,2.13,3.49,4.55,9.30,99.91
1658,16,+0.1250,118.10,148.40,90.63,8.55,2.12,3.49,4.56,9.31,99.94
1659,16,-0.1875,118.02,148.36,90.59,8.56,2.12,3.50,4.57,9.32,99.90
1660,16,+0.3750,117.86,148.27,90.52,8.54,2.13,3.49,4.58,9.30,99.97
1661,16,+0.2500,117.97,148.21,90.47,8.55,2.13,3.48,4.57,9.29,99.93
1662,16,-0.2500,117.86,148.15,90.43,8.54,2.13,3.49,4.58,9.30,99.97
1663,16,+0.1875,117.77,148.11,90.46,8.55,2.13,3.48,4.59,9.29,99.94
1664,16,+0.0625,117.80,148.12,90.45,8.55,2.13,3.48,4.59,9.30,99.93
1665,16,+0.1250,117.86,148.09,90.43,8.55,2.13,3.48,4.58,9.30,99.90
1666,16,+0.2500,117.75,148.04,90.47,8.56,2.12,3.49,4.60,9.29,99.95
1667,16,+0.0000,117.75,148.04,90.47,8.56,2.12,3.49,4.60,9.29,99.95
1668,16,+0.3125,117.61,147.96,90.42,8.58,2.13,3.49,4.58,9.30,99.89
1669,16,+0.1250,117.55,147.93,90.39,8.57,2.13,3.49,4.57,9.31,99.87
1670,16,+0.0625,117.58,147.95,90.41,8.57,2.13,3.49,4.58,9.31,99.88
1671,16,+0.2500,117.69,148.01,90.45,8.58,2.14,3.48,4.59,9.30,99.93
1672,16,+0.0625,117.72,147.99,90.44,8.58,2.14,3.49,4.59,9.30,99.94
1673,16,-0.1250,117.66,148.02,90.42,8.59,2.13,3.49,4.59,9.30,99.91
1674,16,-0.1250,117.61,148.05,90.44,8.58,2.14,3.49,4.59,9.29,99.94
1675,16,+0.0625,117.63,148.07,90.43,8.58,2.14,3.49,4.59,9.29,99.95
1676,16,-0.2500,117.75,148.12,90.47,8.57,2.13,3.48,4.58,9.30,100.00
1677,16,-0.0625,117.72,148.11,90.49,8.57,2.13,3.48,4.58,9.30,99.98
1678,16,+0.0625,117.75,148.12,90.47,8.57,2.13,3.48,4.58,9.31,100.00
1679,16,+0.1875,117.66,148.08,90.51,8.58,2.13,3.48,4.59,9.32,100.03
1680,16,+0.0625,117.69,148.07,90.52,8.58,2.12,3.48,4.58,9.31,100.04
1681,16,-0.1250,117.64,148.09,90.54,8.59,2.13,3.48,4.59,9.31,100.02
1682,16,+0.2500,117.74,148.15,90.50,8.60,2.13,3.48,4.58,9.32,99.97
1683,16,-0.2500,117.85,148.21,90.54,8.61,2.14,3.49,4.59,9.31,99.93
1684,16,-0.3125,117.72,148.28,90.49,8.60,2.13,3.48,4.57,9.32,99.87
1685,16,+0.1250,117.66,148.31,90.51,8.59,2.13,3.48,4.58,9.32,99.85
1686,16,+0.1250,117.61,148.28,90.49,8.60,2.14,3.48,4.57,9.31,99.82
1687,16,+0.1250,117.66,148.25,90.46,8.60,2.13,3.48,4.57,9.32,99.80
1688,16,+0.1875,117.74,148.21,90.50,8.59,2.13,3.48,4.58,9.31,99.83
1689,16,-0.1875,117.66,148.17,90.46,8.59,2.13,3.48,4.57,9.32,99.80
1690,16,+0.1250,117.61,148.20,90.44,8.59,2.13,3.48,4.56,9.31,99.82
1691,16,-0.1250,117.55,148.17,90.42,8.59,2.13,3.48,4.56,9.30,99.85
1692,16,-0.1250,117.61,148.20,90.39,8.58,2.13,3.47,4.56,9.31,99.82
1693,16,+0.0625,117.58,148.18,90.38,8.58,2.13,3.48,4.56,9.31,99.83
1694,16,+0.0000,117.58,148.18,90.38,8.58,2.13,3.48,4.56,9.31,99.83
1695,16,+0.1250,117.53,148.21,90.36,8.58,2.13,3.48,4.57,9.31,99.86
1696,16,-0.0625,117.55,148.22,90.35,8.58,2.13,3.48,4.56,9.31,99.87
1697,16,+0.3125,117.69,148.30,90.29,8.57,2.12,3.47,4.55,9.30,99.81
1698,16,+0.0625,117.72,148.28,90.28,8.56,2.12,3.47,4.55,9.29,99.80
1699,16,+0.0000,117.72,148.28,90.28,8.56,2.12,3.47,4.55,9.29,99.80
1700,16,+0.0000,117.72,148.28,90.28,8.56,2.12,3.47,4.55,9.29,99.80
1701,16,+0.1250,117.77,148.31,90.30,8.57,2.12,3.47,4.55,9.29,99.78
1702,16,+0.1250,117.83,148.28,90.32,8.56,2.12,3.46,4.55,9.29,99.75
1703,16,+0.0625,117.85,148.30,90.31,8.56,2.12,3.47,4.55,9.30,99.74
1704,16,+0.1250,117.80,148.27,90.34,8.55,2.11,3.46,4.54,9.30,99.72
1705,16,-0.1250,117.85,148.30,90.31,8.56,2.12,3.46,4.55,9.30,99.74
1706,16,-0.0625,117.83,148.28,90.32,8.56,2.11,3.46,4.55,9.29,99.73
1707,16,-0.1875,117.91,148.33,90.36,8.57,2.12,3.46,4.55,9.30,99.70
1708,16,-0.2500,117.80,148.38,90.31,8.58,2.11,3.47,4.57,9.29,99.65
1709,16,+0.1250,117.74,148.41,90.29,8.57,2.11,3.47,4.56,9.28,99.67
1710,16,+0.0625,117.77,148.40,90.28,8.57,2.11,3.47,4.56,9.29,99.66
1711,16,-0.1875,117.69,148.35,90.31,8.58,2.10,3.46,4.55,9.28,99.63
1712,16,-0.1250,117.64,148.38,90.34,8.59,2.11,3.47,4.54,9.27,99.65
1713,16,-0.1250,117.58,148.41,90.36,8.59,2.10,3.46,4.55,9.27,99.63
1714,16,-0.0625,117.55,148.43,90.35,8.59,2.10,3.46,4.55,9.26,99.64
